#,lsc,ec,st_nr,street_name ,abbr,dir,muncipality,community,list_price,sold_price,type,style,br,addi,wr,fam,kit,garage_type,a/c,heat,contract,sold,list_brokerage,co_op brokerage,mls,,
101,Sld,,95,Cornwall,Rd,,Brampton,Brampton E ,"$799,900","$852,000",Detached,Bungalow,3,2,2,N,1,Detach,Cen,Gas,22-04-2021,04-29-2021  ,RE/MAX REAL,HOMELIFE/MIRA,W5205862,,
102,Sld,,113,Skegby,Rd,,Brampton,Brampton N ,"$799,900","$849,000",Semi-Detac,2-Storey,4,1,4,N,1,Attach,Cen,Gas,23-04-2021,05-05-2021 ,SUTTON GROU,HOMELIFE/MIRA,W5206243,,
103,Sld,,47,Sea Drifte,Cres,,Brampton,Brampton E,"$799,999","$905,000",Att/Row/Tw,2-Storey,3,1,3,y,1,Built,Cen,Gas,02-02-2021,02-08-2021   ,INTERCITY R,RIGHT AT HOME,W5102101,,
104,Sld,,8,Binsell,Ave,,Brampton,Brampton N  ,"$799,999","$775,000",Detached,1 1/2 Star,4,0,2,y,1,Detach,Cen,Oil,02-03-2021,03-15-2021    ,CENTURY 21,RE/MAX REALTY,W5133114,,
105,Sld,,37,Linkdale,Rd,S,Brampton,Brampton N  ,"$809,000","$880,000",Detached,Bungalow-R,3,1,3,y,1,Built,Cen,Gas,07-05-2021,05-08-2021  ,COLDWELL BA,CENTURY 21 EM,W5225851,,
106,Sld,,229,Centre,St,N,Brampton,Brampton N  ,"$819,900","$843,900",Detached,2-Storey,4,2,2,N,1,Built,Cen,Gas,05-04-2021,04-14-2021 ,RIGHT AT HO,ROYAL LEPAGE,W5180608,,
107,Sld,,28,Crosswood,Lane,,Brampton,Brampton N  ,"$829,000","$902,100",Semi-Detac,Backsplit,3,1,3,N,1,Attach,Cen,Gas,08-04-2021,04-17-2021,RE/MAX REAL,CENTURY 21 PR,W5185504,,
108,Sld,,24,Dantek,Crt,,Brampton,Brampton N ,"$829,900","$900,000",Semi-Detac  ,Bungalow-R ,3,3,2,N,1,None,Cen,Gas,12-03-2021,03-15-2021 ,SUTTON GROU,RIGHT AT HOME,W5149138,,
109,Sld,,136,Bartley Bu,Pkwy,,Brampton,Brampton E  ,"$838,000","$875,000",Detached          ,Bungalow,3,0,2,N,1,Carpor,Cen,Gas,21-04-2021,04-26-2021 ,RE/MAX REAL,RIGHT AT HOME,W5203391,,
110,Sld,,24,Inglewood,Dr,,Brampton,Brampton E  ,"$839,000","$868,888",Detached            ,2-Storey,4,0,2,N,1,Attach,Cen,Gas,06-01-2021,01-07-2021 ,ROYAL LEPAG,HOMELIFE LAND,W5077298,,
111,Sld,N,50,Prouse,Dr,,Brampton,Brampton N  ,"$839,000","$823,200",Semi-Detac  ,Bungalow-R ,3,0,2,N,1,Built,Cen,Gas,08-04-2021,04-23-2021  ,ROYAL LEPAG,ORION REALTY,W5185506,,
112,Sld,,227,Centre,St,N,Brampton,Brampton N ,"$839,900","$870,100",Detached,Backsplit,3,0,3,y,1,Attach,Cen,Gas,01-14-2021     ,01-20-2021  ,RE/MAX MILL   ,ROYAL STAR RE ,W5084451,,
113,Sld,,4,Dantek    ,Crt,,Brampton,Brampton N,"$845,000","$925,000",Semi-Detac,Backsplit,4,2,2,Y,1,Built,Cen,Gas,02-04-2021,02-06-2021,IPRO REALTY ,CENTURY 21 LE  ,W5103948,,
114,Sld,,39,Horne,Dr,,Brampton,Brampton N,"$849,000","$840,000",Semi-Detac,Backsplit,4,2,3,Y,1,Built,Cen,Gas,02-12-2021,03-10-2021,KING REALTY  ,TRI-CITY PROF,W5114571,,
115,Sld,,452, Bartley Bu  ,Pkwy,,Brampton,Brampton E,"$849,000","$870,000",Detached,2 Storey,4,0,2,Y,1,Attach,Cen,Gas,03-22-2021,03-27-2021,BERKSHIRE H   ,RE/MAX REALTY,W5161796,,
116,Sld,"       

 ",133,Salisbury,Circle,,Brampton,Brampton N,"$849,000","$860,000",Semi-Detac,Backsplit    ,4,0,2,Y,1,Built,Cen,Gas,04-07-2021  ,04-25-2021,REXIG REALT ,RE/MAX REALE,W5184499,,
117,Sld,N,282,Pressed Br,Dr,W    ,Brampton,Brampton N,"$849,000","$925,000",Semi-Detac,2 Storey,3,1,4,Y,1,Built,Cen,Gas,04-16-2021,04-19-2021,RE/MAX CHAM,ROYAL STAR RE,W5198552,,
118,Sld,,25,Inglewood,Dr,,Brampton,Brampton E,"$849,000","$976,000",Detached,2 Storey,4,1,3,N,1,Attach,Cen,Gas,04-21-2021  ,04-26-2021  ,CENTURY 21    ,ROYAL LEPAGE,W5203026,,
119,Sld,,40,Meadowland ,Dr,,Brampton,Brampton E ,"$849,000","$900,000",Detached,Bungalow,3,1,2,N,1,Carpor,Cen,Gas,02-24-2021 ,03-01-2021,RE/MAX PROF,RE/MAX REALTY ,W5125854,,
"120 
",Sld,,115,Cornwall,Rd,,Brampton,Brampton E,"$849,000","$883,111",Detached,Bungalow,2,2,2,N,1,None,Cen,Gas,01-14-2021,01-22-2021 ,ROYAL LEPAG   ,HOMELIFE MAPL,W5084784,,
121,Sld,,380,Bartley Bu,Pkwy,,Brampton,Brampton E,"$849,000","$865,000",Detached,Sidesplit,3,1,3,Y,1,None,Cen,Gas,01-22-2021          ,01-22-2021,CENTURY 21,CENTURY 21 PE,W5092298,,
122,Sld,,12,Wilton,Dr,,Brampton,Brampton E  ,"$849,900","$865,000",Semi-Detac    ,Bungalow-R,3,2,3,y,1,Attach,Cen,Gas,04-02-2021,02-07-2021  ,ROYAL LEPAG,EVEREST REALT,W5105036,,
123,Sld,,31,Crosswood,Lane,,Brampton,Brampton N ,"$849,900","$900,000",Semi-Detac,Bungalow-R ,3,1,2,N,1,Built-,Cen,Gas,24-02-2021,03-04-2021 ,RE/MAX REAL,"ZOLO REALTY,",W5125668,,
124,Sld,,93,Clarence,St,,Brampton,Brampton E  ,"$849,900","$825,000",Detached,Bungalow,3,2,2,N,1,None,Oth,Gas,02-04-2021,05-03-2021,SAVE MAX SU,CENTURY 21 PE,W5177909,,
125,Sld,,208,Bartley Bu,Pkwy,,Brampton,Brampton E  ,"$850,000","$907,000",Detached,Sidesplit,3,1,4,y,1,Built-,Cen,Gas,06-04-2021,04-12-2021   ,CENTURY 21,SAVE MAX SUPR,W5181064,,
126,Sld,,139,Valonia,Dr,,Brampton,Brampton N  ,"$850,000","$967,000",Detached,2-Storey,4,0,3,y,1,Attach,Cen,Gas,08-01-2021,01-17-2021,YOUR HOMES,HOMELIFE/MIRA,W5079043,,
127,Sld,,5,Haslemere,Ave,,Brampton,Brampton E ,"$859,900","$908,000",Detached,Backsplit,4,0,3,N,1,Attach,Cen,Gas,17-03-2021,03-23-2021   ,KELLER WILL,CENTURY 21 PR,W5154931,,
128,Sld,N  ,348,Centre,St,,Brampton,Brampton N,"$859,900","$915,000",Semi-Detac,Backsplit,4,2,3,y,1,Built-,Cen,Gas,16-04-2021,04-30-2021 ,IPRO REALTY,IPRO REALTY L,W5198317,,
129,Sld,N    ,14,Linkdale,Rd,,Brampton,Brampton N ,"$869,000","$867,500",Detached,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,07-05-2021,05-12-2021  ,RE/MAX REAL,SPECTRUM REAL,W5224901,,
130,Sld,,66,Prouse,Dr,,Brampton,Brampton N ,"$869,700","$840,000",Semi-Detac,Backsplit,4,1,3,y,1,Built-,Cen,Gas,01-03-2021,03-26-2021,RE/MAX REAL,INTERCITY REA,W5132335,,
131,Sld,,67,Fruitvale,Circ,,Brampton,Brampton N,"$879,300","$860,000",Att/Row/Tw,3-Storey,4,0,3,y,1,Attach,Cen,Gas,07-03-2021,04-05-2021   ,CENTURY 21,CENTURY 21 SM,W5141104,,
132,Sld,,65,Fruitvale,Circ,,Brampton,Brampton N ,"$879,300","$850,000",Att/Row/Tw,3-Storey,4,0,3,y,1,Attach,Cen,Gas,07-03-2021,05-10-2021   ,CENTURY 21,SHAHID KHAWAJ,W5141138,,
133,Sld,,44,Willis,Dr,,Brampton,Brampton E  ,"$879,900","$960,000",Detached,Bungalow,3,0,2,N,1,Attach,Cen,Gas,30-04-2021,05-01-2021  ,RE/MAX REAL,RE/MAX REALTY,W5215099,,
134,Sld,,24,Kilmanagh,Crt,,Brampton,Brampton E  ,"$879,999","$940,000",Detached,2-Storey,3,1,4,y,1,Attach,Cen,Gas,04-02-2021,02-08-2021  ,ZOLO REALTY,ROYAL LEPAGE,W5103866,,
135,Sld,,45,Duncan Bui,Dr,,Brampton,Brampton E ,"$889,000","$940,000",Detached,Sidesplit,3,0,2,y,1,Built-,Cen,Gas,06-01-2021,01-10-2021  ,RE/MAX REAL,HOMELIFE/MIRA,W5076773,,
136,Sld,,2,Ashford ,Crt,,Brampton,Brampton ,"$889,000","$860,000",Semi-Detac ,Bungalow-R  ,3,1,2,N,1,Built-,Cen,Gas,03-01-2021,03-17-2001,RE/MAX REAL,CENTURY 21 MI,W5132619,,
137,Sld,,5,Yately,St,,Brampton,Brampton N,"$889,000","$930,000",Att/Row/Tw,2-Storey,4,2,4,N,1,Attach,Cen,Gas,04-03-2021,03-12-2021  ,IPRO REALTY,SUTTON GROUP,W5137055,,
138,Sld,N,7,Roberts,Gres,,Brampton,Brampton E  ,"$889,000","$850,000",Detached,2-Storey,4,0,2,y,1,Attach,Cen,Gas,18-03-2021,04-15-2021 ,RE/MAX REAL,RE/MAX REALE,W5156695,,
139,Sld,,26,Harper,Rd,,Brampton,Brampton E ,"$889,500","$930,000",Detached,Bungalow,3,2,2,N,1,Built-,Cen,Gas,24-02-2021,03-03-2021 ,ROYAL LEPAG,ROYAL LEPAGE,W5125698,,
140,Sld,,43,Watson,Gres,,Brampton,Brampton E ,"$889,900","$991,000",Detached,Sidesplit,3,0,2,N,1,Built,Cen,Gas,20-01-2021,01-25-2021   ,JN REALTY,KELLER WILLIA,W5089353,,
141,Sld,,52,Abbey,Rd,N,Brampton,Brampton E  ,"$890,000","$962,000",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,01-03-2021,03-02-2021  ,ZOLO REALTY,RIGHT AT HOME,W5133021,,
142,Sld,,74,Linkdale,Dr,,Brampton,Brampton N ,"$899,000","$991,000",Detached,Bungalow-R,3,3,3,y,1,Built,Cen,Gas,18-01-2021,01-22-2021  ,CENTURY 21,CENTURY 21 GR,W5087637,,
143,Sld,,9,Melville,Cres,,Brampton,Brampton E  ,"$899,000","$937,000",Detached,Bungalow,3,0,2,N,1,Attach,Cen,Gas,28-01-2021,02-01-2021  ,RE/MAX REAL,ROYAL LEPAGE,W5096478,,
144,Sld,,36,Blackthorn,Lane,,Brampton,Brampton N  ,"$899,000","$976,000",Detached,Backsplit,3,3,2,y,1,Attach,Cen,Gas,06-02-2021,02-16-2021 ,RE/MAX REAL,RE/MAX REALTY,W5106841,,
145,Sld,,24,Carter,Dr,,Brampton,Brampton N  ,"$899,000","$915,000",Semi-Detac,Backsplit,4,2,3,y,1,Built,Cen,Gas,10-02-2021,02-14-2021,RE/MAX REAL,RE/MAX GOLD R,W5110330,,
146,Sld,,10,Rangemore,Rd,N,Brampton,Brampton N ,"$899,000","$925,000",Att/Row/Tw,2-Storey,3,0,3,y,1,Attach,Cen,Propan,10-02-2021,02-15-2021 ,HOMELIFE SI,HOMELIFE G1 R,W5111141,,
147,Sld,,19,Roberts,Cres,,Brampton,Brampton E ,"$899,000","$941,000",Detached,Sidesplit,4,0,2,N,1,Built,Cen,Gas,11-02-2021,02-14-2021,RE/MAX REAL,RE/MAX REALE,W5111932,,
148,Sld,,47,Yellowknif,Rd,,Brampton,Brampton N  ,"$899,000","$962,000",Att/Row/Tw,2-Storey,4,0,3,y,1,Detach,Cen,Gas,12-02-2021,02-16-2021 ,HOMELIFE SU,HOMELIFE G1 R,W5114619,,
149,Sld,,75,Nanwood,Dr,,Brampton,Brampton E ,"$899,000","$935,000",Detached,Bungalow,3,2,2,N,1,None,Cen,Gas,12-02-2021,02-23-2021  ,HOMELIFE SI,HOMELIFE SILV,W5114935,,
150,Sld,,2,Crestview,Ave,,Brampton,Brampton E  ,"$899,000","$967,500",Detached,Bungalow-R,3,1,3,y,1,Attach,Cen,Gas,01-03-2021,03-08-2021 ,RE/MAX WEST,HOMELIFE/MIRA,W5132168,,
151,Sld,,79,Watson,Gres,,Brampton,Brampton E  ,"$899,000","$950,000",Detached,Sidesplit,3,0,2,N,1,Attach,Cen,Gas,10-03-2021,03-16-2021,RE/MAX REAL,RE/MAX REALTY,W5144988,,
152,Sld,,4,Miracle,Tr,,Brampton,Brampton N ,"$899,000","$1,040,000",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,17-03-2021,03-22-2021 ,HOMELIFE SI,CENTURY 21 EM,W5154864,,
153,Sld,,38,Davenfield,Circ,,Brampton,Brampton E  ,"$899,000","$950,000",Att/Row/Tw,2-Storey,4,0,4,y,1,Built,Cen,Gas,25-03-2021,03-30-2021,RE/MAX COMM,WORLD CLASS R,W5168211,,
154,Sld,,8,Linkdale,Rd,,Brampton,Brampton N ,"$899,000","$880,000",Detached,2-Storey,3,1,3,N,1,Attach,Cen,Gas,31-03-2021,04-22-2021 ,SPECTRUM RE,IPRO REALTY L,W5175120,,
155,Sld,,37,Carter,Dr,,Brampton,Brampton N ,"$899,000","$892,500",Semi-Detac,Backsplit,4,1,3,y,1,Built-,Cen,Gas,05-04-2021,04-19-2021,REXIG REALT,ROYAL CANADIA,W5181085,,
156,Sld,,405,Bartley Bu,Pkwy,,Brampton,Brampton E ,"$899,000","$910,000",Detached,Sidesplit,3,1,2,N,1,Attach,Cen,Gas,06-05-2021,09-05-2021,RE/MAX REAL,CENTURY 21 EM,W5223060,,
157,Sld,,137,Bartley Bu,Pkwy ,W    ,Brampton,Brampton E  ,"$899,100","$1,026,000",Detached,2-Storey,3,1,3,N,1,Built-,Cen,Gas,09-03-2021,11-03-2021,RE/MAX REAL,IPROREALTYL,W5143127,,
158,Sld,,35,Yately,St,,Brampton,Brampton N,"$899,900","$950,000",Att/Row/Tw,2-Storey,4,0,4,N,1,Attach,Cen,Gas,25-01-2021,02-02-2021,ENGEL & VOL,CENTURY 21 PA,W5093328,,
159,Sld,,22,Linkdale,Rd,,Brampton,Brampton N ,"$899,900","$880,000",Detached,Bungalow-R,3,1,2,y,1,Attach,Cen,Gas,05-02-2021,19-02-2021,CENTURY 21,CENTURY 21 EM,W5106396,,
160,Sld,N,41,Linkdale,Rd,,Brampton,Brampton N ,"$899,900","$895,000",Detached,Bungalow-R,3,2,3,N,1,Built-,Cen,Gas,22-02-2021,08-03-2021,PURPLEBRICK,RIGHT AT HOME,W5123958,,
161,Sld,,18,Orangegrov,Dr,,Brampton,Brampton N ,"$899,900","$1,061,000",Detached,2-Storey,3,2,4,y,1,Attach,Cen,Gas,02-03-2021,04-03-2021,CITYSCAPE R,HOMELIFE/RESP,W5134306,,
162,Sld,,65,Blackthorn,Lane,,Brampton,Brampton N,"$899,900","$975,101",Detached,2-Storey,4,1,3,y,1,Built-,Cen,Gas,10-03-2021,15-03-2021,RE/MAX REAL,TRIMAXXREALT,W5144479,,
163,Sld,,29,Baffin,Cres,,Brampton,Brampton N  ,"$899,900","$998,000",Semi-Detac,2-Storey,4,1,4,y,1,Detach,Cen,Gas,11-03-2021,11-03-2021,RE/MAX REAL,CENTURY 21 EM,W5146765,,
164,Sld,,73,Wildercrof,Ave,,Brampton,Brampton N  ,"$899,900","$903,000",Detached,2-Storey,3,0,4,y,1,None,Cen,Gas,30-03-2021,09-04-2021,CENTURY 21,ZOLO REALTY,W5172895,,
165,Sld,,36,Prouse,Dr,,Brampton,Brampton N ,"$899,900","$950,000",Semi-Detac,Backsplit,4,2,3,y,1,Attach,Cen,Gas,14-04-2021,25-04-2021,ROYAL CANAD,CENTURY 21 PR,W5193392,,
166,Sld,,36,Valonia,Dr,,Brampton,Brampton N  ,"$899,900","$972,000",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,16-04-2021,19-04-2021,ROYAL LEPAG,RE/MAX REALE,W5197771,,
167,Sld,,46,Lockton,Cres,,Brampton,Brampton E  ,"$899,999","$982,222",Detached,2-Storey,3,0,3,N,1,Attach,Cen,Gas,29-04-2021,02-05-2021,CENTURY 21,CENTURY 21 PR,W5213892,,
168,Sld,,494,Bartley Bu,Pkwy,,Brampton,Brampton E,"$919,900","$950,000",Detached,2-Storey,4,0,2,y,1,Built-,Cen,Gas,09-04-2021,26-04-2021,KELLER WILL,BETTER HOMES,W5188500,,
169,Sld,,28,Kilmanagh,Crt,,Brampton,Brampton E  ,"$919,900","$930,000",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,06-05-2021,08-05-2021,RE/MAX REAL,RE/MAX REALE,W5223852,,
170,Sld,,92,Lesabre,Cres,,Brampton,Brampton E,"$925,000","$960,000",Semi-Detac,3-Storey,3,0,3,y,1,Built-,Cen,Gas,23-04-2021,26-04-2021,CENTURY 21,HOMELIFE/MIRA,W5207429,,
171,Sld,,9,Watson,Cres,,Brampton,Brampton E  ,"$929,000","$960,000",Detached,Bungalow,3,1,3,y,1,None,Cen,Gas,19-03-2021,29-03-2021,SAGE REALE,RE/MAX MILLEN,W5159802,,
172,Sld,N,306,Bartley Bu,Park,,Brampton,Brampton E,"$929,900","$905,000",Detached,Sidesplit,4,0,3,y,1,None,Cen,Gas,16-03-2021,29-03-2021,ROYAL LEPAG,SAVE MAX FIRS,W5153974,,
173,Sld,,76,Bartley Bu,Pkwy,,Brampton,Brampton E  ,"$939,000","$950,000",Detached,Sidesplit,4,1,2,y,1,Built-,Cen,Gas,24-02-2021,26-02-2021,RE/MAX REAL,ROYAL LEPAGE,W5127348,,
174,Sld,,73,Blackthorn,Lane,,Brampton,Brampton N  ,"$939,000","$910,000",Detached,Sidesplit,3,1,2,y,1,Attach,Cen,Gas,28-04-2021,03-05-2021,IPRO REALTY,IPRO REALTYL,W5211739,,
175,Sld,,61,Centre,St     ,N,Brampton,Brampton N  ,"$949,000","$920,000",Detached,Sidesplit,4,1,3,N,1,Detach,Cen,Gas,04-02-2021,02-03-2021,SUTTON GROU,SAVE MAX FIRS,W5105179,,
176,Sld,,59,Cornwall,Rd,,Brampton,Brampton E  ,"$949,000","$997,000",Detached,Bungalow,3,2,4,N,1,Attach,Cen,Gas,10-02-2021,20-02-2021,RE/MAX MILL,HOMELIFE SILV,W5111000,,
177,Sld,,15,Versailles,Cres,,Brampton,Brampton E  ,"$949,000","$990,000",Semi-Detac,2-Storey,3,0,4,y,1,Built-,Cen,Gas,14-04-2021,25-04-2021,ROYAL CANAD,HOMELIFE/MIRA,W5193996,,
178,Sld,,49,Lola,Cres,,Brampton,Brampton N ,"$949,900","$1,050,000",Detached,2-Storey,4,0,3,y,1,Attach,Cen,Gas,10-02-2021,21-02-2021,HOMELIFE MA,CENTURY 21 PR,W5111698,,
179,Sld,N,63,Alabaster,Dr,,Brampton,Brampton N,"$949,900","$960,000",Detached,2-Storey,4,1,4,N,1,Attach,Cen,Gas,24-02-2021,13-03-2021,M.R.S. REAL,M.R.S. REALTY,W5130574,,
180,Sld,,54,Blackthorn,Lane,,Brampton,Brampton N ,"$949,900","$925,000",Detached,Sidesplit,3,0,2,y,1,Attach,Cen,Gas,02-04-2021,14-04-2021,ROYAL LEPAG,IPRO REALTY L,W5178724,,
181,Sld,N,2,Meadowland,Dr,,Brampton,Brampton E  ,"$949,900","$925,000",Detached,Bungalow,2,1,2,N,1,Detach,Cen,Gas,15-04-2021,06-05-2021,ROYAL LEPAG,ROYAL LEPAGE,W5196656,,
182,Sld,,31,Radford,Dr,,Brampton,Brampton N ,"$949,900","$925,000",Semi-Detac,Backsplit,4,1,3,y,1,Attach,Cen,Gas,15-04-2021,27-04-2021,RIGHT AT HO,HOMELIFE/MIRA,W5196986,,
183,Sld,,120,Bartley Bu,Pkwy,,Brampton,Brampton E ,"$950,000","$955,000",Detached,Sidesplit,3,1,2,y,1,Built-,Cen,Gas,23-03-2021,28-03-2021,ROYAL LEPAG,ROYAL LEPAGE,W5164080,,
184,Sld,,449,Bartley Bu,Pkwy,,Brampton,Brampton E,"$959,900","$970,000",Detached,2-Storey,4,1,2,N,1,Attach,Cen,Gas,27-04-2021,30-04-2021,ROYAL LEPAG,PROMPTON REAL,W5211056,,
185,Sld,N,243,Centre,St     ,N,Brampton,Brampton N  ,"$989,000","$910,000",Detached,2-Storey,4,1,3,y,1,Attach,Cen,Gas,31-01-2021,06-03-2021,IPRO REALTY,ROYAL LEPAGE,W5099154,,
186,Sld,,10,Haslemere,Ave,,Brampton,Brampton E,"$989,900","$989,900",Detached,2-Storey,4,0,3,y,1,Attach,Cen,Gas,06-04-2021,18-04-2021,RE/MAX REAL,MODERN SOLUTI,W5181141,,
187,Sld,,10,Lacewood,Cres,,Brampton,Brampton E ,"$995,555","$1,025,000",Detached,2-Storey,4,1,4,y,1,Attach,Cen,Gas,06-04-2021,09-04-2021,CENTURY 21,HOMELIFE/MIRA,W5181130,,
188,Sld,,15,Burt,Dr,,Brampton,Brampton N ,"$995,900","$1,216,000",Detached,2-Storey,4,2,5,y,1,Detach,Cen,Gas,02-03-2021,07-03-2021,NON-TREB BO,RE/MAX REALTY,W5135123,,
189,Sld,,108,Blackthorn,Lane,,Brampton,Brampton N  ,"$996,699","$1,015,000",Detached,Backsplit,4,2,3,y,1,Attach,Cen,Gas,10-03-2021,12-03-2021,RE/MAX REAL,HOMELIFE/MIRA,W5144555,,
190,Sld,,3,Bloom,Dr,,Brampton,Brampton E  ,"$999,000","$1,141,250",Detached,2-Storey,3,0,3,y,1,Built-,Cen,Gas,19-02-2021,24-02-2021,SUTTON GROU,CENTURY 21 PE,W5120593,,
191,Sld,,128,Aylesbury,Dr,,Brampton,Brampton N ,"$999,000","$1,140,000",Detached,2-Storey,4,2,4,y,1,Attach,Cen,Gas,27-03-2021,08-04-2021,HOMELIFE SI,RE/MAX GOLD R,W5170103,,
192,Sld,,34,Terra Cott,Cres,,Brampton,Brampton E  ,"$999,900","$975,000",Detached,Backsplit,4,0,2,y,1,Attach,Cen,Gas,02-03-2021,05-03-2021,ROYAL LEPAG,IPRO REALTY L,W5133723,,
193,Sld,,5,Tullamore,Rd,,Brampton,Brampton E ,"$999,900","$1,137,000",Detached,2-Storey,4,2,4,N,1,Carpor,Cen,Gas,16-04-2021,24-04-2021,IPRO REALTY,HOMELIFE/MIRA,W5197627,,
194,Sld,,6,Norval,Cres,,Brampton,Brampton E  ,"$1,089,900","$1,070,000",Detached,2-Storey,5,0,3,y,1,Attach,Cen,Gas,09-02-2021,17-02-2021,ROYAL LEPAG,IPRO REALTY L,W5109786,,
195,Sld,,8,Pertosa,Dr,,Brampton,Brampton N,"$1,099,999","$1,200,00",Detached,2-Storey,4,2,4,Y,1,Detach,Cen,Gas,02-21-2021,03-01-2021,COLDWELL BA,CENTURY 21 PR,W5122818,,
196,Sld,N,17,Nightjar,Dr,,Brampton,Brampton N   ,"$1,125,000","$1,095,000",Detached,2-Storey,4,0,3,y,1,Attach  ,Cen,Gas,11-04-2020        ,03-08-2021,COLDWELL BA  ,RE/MAX REALTY,W4979096,,
197,Sld,,41,Mill Stree,St,N,Brampton,Brampton N   ,"$1,150,000","$1,150,000",Detached,2 1/2 Star,4,1,3,N,2,None   ,Oth,Gas,02-25-2021       ,02-26-2021 ,EQUINOX ARO  ,EQUINOX ARORA,W5129462,,
198,Sld,,45,Mill Stree,St,,Brampton,Brampton N  ,"$1,150,000","$1,150,000",Detached,2 1/2 Star,4,0,3,N,1,Other   ,Cen,Gas,02-25-2021       ,02-26-2021,EQUINOX ARO  ,EQUINOX ARORA ,W5129510,,
199,Sld,N,57,Allendale,Rd,,Brampton,Brampton E   ,"$1,189,000","$1,150,000",Detached,2-Storey,7,0,5,N,2,Attach ,Cen,Gas,01-29-2021  ,02-24-2021,IPRO REALTY ,PERFORMANCE  R,W5098681,,
200,Sld,N,33,Beresford,Cres,,Brampton,Brampton E  ,"$1,189,999","$1,175,000",Detached,2-Storey,4,2,4,y,1,Attach ,Cen,Gas,11-21-2020         ,01-06-2021 ,HOMELIFE SI    ,HOMELIFE SILV,W4996944,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
